@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2}

@data
11075,'2017/03/22 18:45:17:013',18,1,0.395376,2
11076,'2017/03/22 18:45:17:013',18,1,0.407998,2
11077,'2017/03/22 18:45:17:096',18,1,0.407998,2
11078,'2017/03/22 18:45:17:096',18,1,0.420621,2
11079,'2017/03/22 18:45:17:244',18,1,0.420621,2
11080,'2017/03/22 18:45:17:245',18,1,0.433243,2
11081,'2017/03/22 18:45:17:313',18,1,0.433243,2
11082,'2017/03/22 18:45:17:313',18,1,0.422856,2
11083,'2017/03/22 18:45:17:379',18,0.986083,0.422856,2
11084,'2017/03/22 18:45:17:379',18,0.986083,0.406156,2
11085,'2017/03/22 18:45:17:543',18,0.972515,0.406156,2
11086,'2017/03/22 18:45:17:543',18,0.972515,0.390465,2
11087,'2017/03/22 18:45:17:597',18,0.960001,0.390465,2
11088,'2017/03/22 18:45:17:597',18,0.960001,0.375972,2
11089,'2017/03/22 18:45:17:679',18,0.947488,0.375972,2
11090,'2017/03/22 18:45:17:679',18,0.947488,0.36148,2
11091,'2017/03/22 18:45:17:827',18,0.934987,0.36148,2
11092,'2017/03/22 18:45:17:829',18,0.934987,0.34689,2
11093,'2017/03/22 18:45:17:893',18,0.922512,0.34689,2
11094,'2017/03/22 18:45:17:893',18,0.922512,0.332299,2
11095,'2017/03/22 18:45:17:978',18,0.910111,0.332299,2
11096,'2017/03/22 18:45:17:978',18,0.910111,0.317709,2
11097,'2017/03/22 18:45:18:117',18,0.897709,0.317709,2
11098,'2017/03/22 18:45:18:117',18,0.897709,0.303048,2
11099,'2017/03/22 18:45:18:193',18,0.885308,0.303048,2
11100,'2017/03/22 18:45:18:193',18,0.885308,0.288387,2
11101,'2017/03/22 18:45:18:380',18,0.872907,0.288387,2
11102,'2017/03/22 18:45:18:380',18,0.872907,0.273725,2
11103,'2017/03/22 18:45:18:409',18,0.860506,0.273725,2
11104,'2017/03/22 18:45:18:409',18,0.860506,0.259064,2
11105,'2017/03/22 18:45:18:475',18,0.847749,0.259064,2
11106,'2017/03/22 18:45:18:475',18,0.847749,0.244403,2
11107,'2017/03/22 18:45:18:625',18,0.834516,0.244403,2
11108,'2017/03/22 18:45:18:626',18,0.834516,0.229538,2
11109,'2017/03/22 18:45:18:700',18,0.822087,0.229538,2
11110,'2017/03/22 18:45:18:700',18,0.822087,0.214601,2
11111,'2017/03/22 18:45:18:778',18,0.822087,0.214601,2
11112,'2017/03/22 18:45:18:778',18,0.822087,0.20022,2
11113,'2017/03/22 18:45:18:926',18,0.822087,0.20022,2
11114,'2017/03/22 18:45:18:926',18,0.822087,0.185933,2
11115,'2017/03/22 18:45:18:994',18,0.822087,0.185933,2
11116,'2017/03/22 18:45:18:994',18,0.822087,0.171738,2
11117,'2017/03/22 18:45:19:059',18,0.822087,0.171738,2
11118,'2017/03/22 18:45:19:059',18,0.822087,0.156429,2
11119,'2017/03/22 18:45:19:209',18,0.833419,0.156429,2
11120,'2017/03/22 18:45:19:209',18,0.833419,0.141863,2
11121,'2017/03/22 18:45:19:292',18,0.845716,0.141863,2
11122,'2017/03/22 18:45:19:292',18,0.845716,0.128149,2
11123,'2017/03/22 18:45:19:463',18,0.858447,0.128149,2
11124,'2017/03/22 18:45:19:463',18,0.858447,0.114816,2
11125,'2017/03/22 18:45:19:506',18,0.871876,0.114816,2
11126,'2017/03/22 18:45:19:506',18,0.871876,0.101515,2
11127,'2017/03/22 18:45:19:597',18,0.885898,0.101515,2
11128,'2017/03/22 18:45:19:597',18,0.885898,0.088352,2
11129,'2017/03/22 18:45:19:725',18,0.900189,0.088352,2
11130,'2017/03/22 18:45:19:726',18,0.900189,0.075581,2
11131,'2017/03/22 18:45:19:789',18,0.914481,0.075581,2
11132,'2017/03/22 18:45:19:790',18,0.914481,0.062811,2
11133,'2017/03/22 18:45:19:886',18,0.928772,0.062811,2
11134,'2017/03/22 18:45:19:887',18,0.928772,0.049979,2
11135,'2017/03/22 18:45:20:023',18,0.943063,0.049979,2
11136,'2017/03/22 18:45:20:023',18,0.943063,0.037148,2
11137,'2017/03/22 18:45:20:106',18,0.957355,0.037148,2
11138,'2017/03/22 18:45:20:106',18,0.957355,0.024317,2
11139,'2017/03/22 18:45:20:187',18,0.971646,0.024317,2
11140,'2017/03/22 18:45:20:187',18,0.971646,0.011493,2
11141,'2017/03/22 18:45:20:306',18,0.985764,0.011493,2
11142,'2017/03/22 18:45:20:306',18,0.985764,0,2
11143,'2017/03/22 18:45:20:390',18,1,0,2
11144,'2017/03/22 18:45:20:391',18,1,0,2
11145,'2017/03/22 18:45:20:521',18,1,0,2
11146,'2017/03/22 18:45:20:521',18,1,0,2
11147,'2017/03/22 18:45:20:606',18,1,0,2
11148,'2017/03/22 18:45:20:606',18,1,0,2
11149,'2017/03/22 18:45:20:672',18,1,0,2
11150,'2017/03/22 18:45:20:672',18,1,0,2
11151,'2017/03/22 18:45:20:820',18,1,0,2
11152,'2017/03/22 18:45:20:822',18,1,0,2
11153,'2017/03/22 18:45:20:886',18,1,0,2
11154,'2017/03/22 18:45:20:886',18,1,0,2
11155,'2017/03/22 18:45:20:972',18,1,0,2
11156,'2017/03/22 18:45:20:972',18,1,0,2
11157,'2017/03/22 18:45:21:117',18,1,0,2
11158,'2017/03/22 18:45:21:117',18,1,0,2
11159,'2017/03/22 18:45:21:189',18,1,0,2
11160,'2017/03/22 18:45:21:190',18,1,0,2
11161,'2017/03/22 18:45:21:252',18,1,0,2
11162,'2017/03/22 18:45:21:252',18,1,0,2
11163,'2017/03/22 18:45:21:446',18,1,0,2
11164,'2017/03/22 18:45:21:447',18,1,0,2
11165,'2017/03/22 18:45:21:485',18,1,0,2
11166,'2017/03/22 18:45:21:485',18,1,0,2
11167,'2017/03/22 18:45:21:618',18,1,0,2
11168,'2017/03/22 18:45:21:618',18,1,0,2
11169,'2017/03/22 18:45:21:702',18,1,0,2
11170,'2017/03/22 18:45:21:702',18,1,0,2
11171,'2017/03/22 18:45:21:768',18,1,0,2
11172,'2017/03/22 18:45:21:768',18,1,0,2
11173,'2017/03/22 18:45:21:921',18,1,0,2
11174,'2017/03/22 18:45:21:921',18,1,0,2
11175,'2017/03/22 18:45:21:990',18,1,0,2
11176,'2017/03/22 18:45:21:990',18,1,0,2
11177,'2017/03/22 18:45:22:067',18,1,0,2
11178,'2017/03/22 18:45:22:067',18,1,0,2
11179,'2017/03/22 18:45:22:199',18,1,0,2
11180,'2017/03/22 18:45:22:199',18,1,0,2
11181,'2017/03/22 18:45:22:289',18,1,0,2
11182,'2017/03/22 18:45:22:290',18,1,0,2
11183,'2017/03/22 18:45:22:352',18,1,0,2
11184,'2017/03/22 18:45:22:352',18,1,0,2
11185,'2017/03/22 18:45:29:302',19,0.989686,0,2
11186,'2017/03/22 18:45:29:302',19,0.989686,0,2
11187,'2017/03/22 18:45:29:371',19,0.978317,0,2
11188,'2017/03/22 18:45:29:371',19,0.978317,0,2
11189,'2017/03/22 18:45:29:493',19,0.965883,0,2
11190,'2017/03/22 18:45:29:493',19,0.965883,0,2
11191,'2017/03/22 18:45:29:589',19,0.953449,0,2
11192,'2017/03/22 18:45:29:589',19,0.953449,0,2
11193,'2017/03/22 18:45:29:667',19,0.941015,0,2
11194,'2017/03/22 18:45:29:667',19,0.941015,0,2
11195,'2017/03/22 18:45:29:778',19,0.928581,0,2
11196,'2017/03/22 18:45:29:778',19,0.928581,0,2
11197,'2017/03/22 18:45:29:886',19,0.916147,0,2
11198,'2017/03/22 18:45:29:886',19,0.916147,0,2
11199,'2017/03/22 18:45:29:970',19,0.899447,0,2
11200,'2017/03/22 18:45:29:970',19,0.899447,0,2
11201,'2017/03/22 18:45:30:104',19,0.882747,0,2
11202,'2017/03/22 18:45:30:105',19,0.882747,0,2
11203,'2017/03/22 18:45:30:194',19,0.866047,0,2
11204,'2017/03/22 18:45:30:194',19,0.866047,0,2
11205,'2017/03/22 18:45:30:254',19,0.849347,0,2
11206,'2017/03/22 18:45:30:254',19,0.849347,0,2
11207,'2017/03/22 18:45:30:403',19,0.832647,0,2
11208,'2017/03/22 18:45:30:403',19,0.832647,0,2
11209,'2017/03/22 18:45:30:467',19,0.815947,0,2
11210,'2017/03/22 18:45:30:467',19,0.815947,0,2
11211,'2017/03/22 18:45:30:552',19,0.799247,0,2
11212,'2017/03/22 18:45:30:552',19,0.799247,0,2
11213,'2017/03/22 18:45:30:689',19,0.782547,0,2
11214,'2017/03/22 18:45:30:689',19,0.782547,0,2
11215,'2017/03/22 18:45:30:768',19,0.765847,0,2
11216,'2017/03/22 18:45:30:768',19,0.765847,0,2
11217,'2017/03/22 18:45:30:831',19,0.749147,0,2
11218,'2017/03/22 18:45:30:832',19,0.749147,0,2
11219,'2017/03/22 18:45:31:018',19,0.732447,0,2
11220,'2017/03/22 18:45:31:018',19,0.732447,0,2
11221,'2017/03/22 18:45:31:068',19,0.715747,0,2
11222,'2017/03/22 18:45:31:068',19,0.715747,0,2
11223,'2017/03/22 18:45:31:196',19,0.699047,0,2
11224,'2017/03/22 18:45:31:197',19,0.699047,0,2
11225,'2017/03/22 18:45:31:271',19,0.682347,0,2
11226,'2017/03/22 18:45:31:272',19,0.682347,0,2
11227,'2017/03/22 18:45:31:347',19,0.665647,0,2
11228,'2017/03/22 18:45:31:347',19,0.665647,0,2
11229,'2017/03/22 18:45:31:498',19,0.648947,0,2
11230,'2017/03/22 18:45:31:498',19,0.648947,0,2
11231,'2017/03/22 18:45:31:578',19,0.632247,0,2
11232,'2017/03/22 18:45:31:579',19,0.632247,0,2
11233,'2017/03/22 18:45:31:635',19,0.615547,0,2
11234,'2017/03/22 18:45:31:636',19,0.615547,0,2
11235,'2017/03/22 18:45:31:780',19,0.598847,0,2
11236,'2017/03/22 18:45:31:780',19,0.598847,0,2
11237,'2017/03/22 18:45:31:884',19,0.582147,0,2
11238,'2017/03/22 18:45:31:884',19,0.582147,0,2
11239,'2017/03/22 18:45:31:928',19,0.565447,0,2
11240,'2017/03/22 18:45:31:928',19,0.565447,0,2
11241,'2017/03/22 18:45:32:082',19,0.548747,0,2
11242,'2017/03/22 18:45:32:082',19,0.548747,0,2
11243,'2017/03/22 18:45:32:184',19,0.532047,0,2
11244,'2017/03/22 18:45:32:184',19,0.532047,0,2
11245,'2017/03/22 18:45:32:294',19,0.515347,0,2
11246,'2017/03/22 18:45:32:294',19,0.515347,0,2
11247,'2017/03/22 18:45:32:378',19,0.498647,0,2
11248,'2017/03/22 18:45:32:378',19,0.498647,0,2
11249,'2017/03/22 18:45:32:488',19,0.481947,0,2
11250,'2017/03/22 18:45:32:488',19,0.481947,0,2
11251,'2017/03/22 18:45:32:594',19,0.465247,0,2
11252,'2017/03/22 18:45:32:595',19,0.465247,0,2
11253,'2017/03/22 18:45:32:663',19,0.448547,0,2
11254,'2017/03/22 18:45:32:663',19,0.448547,0,2
11255,'2017/03/22 18:45:32:727',19,0.431847,0,2
11256,'2017/03/22 18:45:32:727',19,0.431847,0,2
11257,'2017/03/22 18:45:32:877',19,0.415147,0,2
11258,'2017/03/22 18:45:32:877',19,0.415147,0,2
11259,'2017/03/22 18:45:32:962',19,0.398447,0,2
11260,'2017/03/22 18:45:32:962',19,0.398447,0,2
11261,'2017/03/22 18:45:33:027',19,0.381747,0,2
11262,'2017/03/22 18:45:33:028',19,0.381747,0,2
11263,'2017/03/22 18:45:33:175',19,0.365047,0,2
11264,'2017/03/22 18:45:33:175',19,0.365047,0,2
11265,'2017/03/22 18:45:33:242',19,0.348347,0,2
11266,'2017/03/22 18:45:33:242',19,0.348347,0,2
11267,'2017/03/22 18:45:33:399',19,0.331647,0,2
11268,'2017/03/22 18:45:33:399',19,0.331647,0,2
11269,'2017/03/22 18:45:33:458',19,0.314947,0,2
11270,'2017/03/22 18:45:33:458',19,0.314947,0,2
11271,'2017/03/22 18:45:33:550',19,0.298247,0,2
11272,'2017/03/22 18:45:33:550',19,0.298247,0,2
11273,'2017/03/22 18:45:33:685',19,0.281547,0,2
11274,'2017/03/22 18:45:33:686',19,0.281547,0,2
11275,'2017/03/22 18:45:33:758',19,0.264847,0,2
11276,'2017/03/22 18:45:33:758',19,0.264847,0,2
11277,'2017/03/22 18:45:33:824',19,0.248147,0,2
11278,'2017/03/22 18:45:33:824',19,0.248147,0,2
11279,'2017/03/22 18:45:33:978',19,0.231447,0,2
11280,'2017/03/22 18:45:33:978',19,0.231447,0,2
11281,'2017/03/22 18:45:34:057',19,0.214747,0,2
11282,'2017/03/22 18:45:34:057',19,0.214747,0,2
11283,'2017/03/22 18:45:34:124',19,0.198047,0,2
11284,'2017/03/22 18:45:34:124',19,0.198047,0,2
11285,'2017/03/22 18:45:34:291',19,0.181347,0,2
11286,'2017/03/22 18:45:34:292',19,0.181347,0,2
11287,'2017/03/22 18:45:34:343',19,0.164647,0,2
11288,'2017/03/22 18:45:34:344',19,0.164647,0,2
11289,'2017/03/22 18:45:34:490',19,0.147947,0,2
11290,'2017/03/22 18:45:34:490',19,0.147947,0,2
11291,'2017/03/22 18:45:34:582',19,0.131247,0,2
11292,'2017/03/22 18:45:34:582',19,0.131247,0,2
11293,'2017/03/22 18:45:34:640',19,0.114547,0,2
11294,'2017/03/22 18:45:34:640',19,0.114547,0,2
11295,'2017/03/22 18:45:34:772',19,0.097847,0,2
11296,'2017/03/22 18:45:34:772',19,0.097847,0,2
11297,'2017/03/22 18:45:34:890',19,0.081147,0,2
11298,'2017/03/22 18:45:34:890',19,0.081147,0,2
11299,'2017/03/22 18:45:34:923',19,0.064447,0,2
11300,'2017/03/22 18:45:34:924',19,0.064447,0,2
11301,'2017/03/22 18:45:35:073',19,0.047747,0,2
11302,'2017/03/22 18:45:35:073',19,0.047747,0,2
11303,'2017/03/22 18:45:35:193',19,0.031047,0,2
11304,'2017/03/22 18:45:35:193',19,0.031047,0,2
11305,'2017/03/22 18:45:35:221',19,0.014347,0,2
11306,'2017/03/22 18:45:35:221',19,0.014347,0,2
11307,'2017/03/22 18:45:35:371',19,0,0,2
11308,'2017/03/22 18:45:35:371',19,0,0,2
11309,'2017/03/22 18:45:35:488',19,0,0,2
11310,'2017/03/22 18:45:35:488',19,0,0,2
11311,'2017/03/22 18:45:35:587',19,0,0,2
11312,'2017/03/22 18:45:35:589',19,0,0,2
11313,'2017/03/22 18:45:35:653',19,0,0,2
11314,'2017/03/22 18:45:35:653',19,0,0,2
11315,'2017/03/22 18:45:35:722',19,0,0,2
11316,'2017/03/22 18:45:35:722',19,0,0,2
11317,'2017/03/22 18:45:35:869',19,0,0,2
11318,'2017/03/22 18:45:35:869',19,0,0,2
11319,'2017/03/22 18:45:35:953',19,0,0,2
11320,'2017/03/22 18:45:35:953',19,0,0,2
11321,'2017/03/22 18:45:36:018',19,0,0,2
11322,'2017/03/22 18:45:36:018',19,0,0,2
11323,'2017/03/22 18:45:36:169',19,0,0,2
11324,'2017/03/22 18:45:36:169',19,0,0,2
11325,'2017/03/22 18:45:36:234',19,0,0,2
11326,'2017/03/22 18:45:36:234',19,0,0,2
11327,'2017/03/22 18:45:36:319',19,0,0,2
11328,'2017/03/22 18:45:36:319',19,0,0,2
11329,'2017/03/22 18:45:36:472',19,0,0,2
11330,'2017/03/22 18:45:36:472',19,0,0,2
11331,'2017/03/22 18:45:36:534',19,0,0,2
11332,'2017/03/22 18:45:36:534',19,0,0,2
11333,'2017/03/22 18:45:36:708',19,0,0,2
11334,'2017/03/22 18:45:36:708',19,0,0,2
11335,'2017/03/22 18:45:36:756',19,0,0,2
11336,'2017/03/22 18:45:36:756',19,0,0,2
11337,'2017/03/22 18:45:36:817',19,0,0,2
11338,'2017/03/22 18:45:36:818',19,0,0,2
11339,'2017/03/22 18:45:36:979',19,0,0,2
11340,'2017/03/22 18:45:36:980',19,0,0,2
11341,'2017/03/22 18:45:37:055',19,0,0,2
11342,'2017/03/22 18:45:37:055',19,0,0,2
11343,'2017/03/22 18:45:37:126',19,0,0,2
11344,'2017/03/22 18:45:37:126',19,0,0,2
11345,'2017/03/22 18:45:37:282',19,0,0,2
11346,'2017/03/22 18:45:37:282',19,0,0,2
11347,'2017/03/22 18:45:37:333',19,0,0,2
11348,'2017/03/22 18:45:37:334',19,0,0,2
11349,'2017/03/22 18:45:37:483',19,0,0,2
11350,'2017/03/22 18:45:37:484',19,0,0,2
11351,'2017/03/22 18:45:37:595',19,0,0,2
11352,'2017/03/22 18:45:37:595',19,0,0,2
11353,'2017/03/22 18:45:37:633',19,0,0,2
11354,'2017/03/22 18:45:37:633',19,0,0,2
11355,'2017/03/22 18:45:37:781',19,0,0,2
11356,'2017/03/22 18:45:37:781',19,0,0,2
11357,'2017/03/22 18:45:37:893',19,0,0,2
11358,'2017/03/22 18:45:37:893',19,0,0,2
11359,'2017/03/22 18:45:37:915',19,0,0,2
11360,'2017/03/22 18:45:37:915',19,0,0,2
11361,'2017/03/22 18:45:38:066',19,0,0,2
11362,'2017/03/22 18:45:38:067',19,0,0,2
11363,'2017/03/22 18:45:38:193',19,0,0,2
11364,'2017/03/22 18:45:38:193',19,0,0,2
11365,'2017/03/22 18:45:38:221',19,0,0,2
11366,'2017/03/22 18:45:38:221',19,0,0,2
11367,'2017/03/22 18:45:38:365',19,0,0,2
11368,'2017/03/22 18:45:38:365',19,0,0,2
11369,'2017/03/22 18:45:38:494',19,0,0,2
11370,'2017/03/22 18:45:38:494',19,0,0,2
11371,'2017/03/22 18:45:38:580',19,0,0,2
11372,'2017/03/22 18:45:38:581',19,0,0,2
11373,'2017/03/22 18:45:38:672',19,0,0,2
11374,'2017/03/22 18:45:38:673',19,0,0,2
11375,'2017/03/22 18:45:38:731',19,0,0,2
11376,'2017/03/22 18:45:38:731',19,0,0,2
11377,'2017/03/22 18:45:38:879',19,0,0,2
11378,'2017/03/22 18:45:38:879',19,0,0,2
11379,'2017/03/22 18:45:38:945',19,0,0,2
11380,'2017/03/22 18:45:38:945',19,0,0,2
11381,'2017/03/22 18:45:39:011',19,0,0,2
11382,'2017/03/22 18:45:39:012',19,0,0,2
11383,'2017/03/22 18:45:39:170',19,0,0,2
11384,'2017/03/22 18:45:39:170',19,0,0,2
11385,'2017/03/22 18:45:39:232',19,0,0,2
11386,'2017/03/22 18:45:39:232',19,0,0,2
11387,'2017/03/22 18:45:39:317',19,0,0,2
11388,'2017/03/22 18:45:39:317',19,0,0,2
11389,'2017/03/22 18:45:39:464',19,0,0,2
11390,'2017/03/22 18:45:39:464',19,0,0,2
11391,'2017/03/22 18:45:39:531',19,0,0,2
11392,'2017/03/22 18:45:39:531',19,0,0,2
11393,'2017/03/22 18:45:39:693',19,0,0,2
11394,'2017/03/22 18:45:39:693',19,0,0,2
11395,'2017/03/22 18:45:39:746',19,0,0,2
11396,'2017/03/22 18:45:39:747',19,0,0,2
11397,'2017/03/22 18:45:39:829',19,0,0,2
11398,'2017/03/22 18:45:39:830',19,0,0,2
11399,'2017/03/22 18:45:40:009',19,0,0,2
11400,'2017/03/22 18:45:40:009',19,0,0,2
11401,'2017/03/22 18:45:40:045',19,0,0,2
11402,'2017/03/22 18:45:40:045',19,0,0,2
11403,'2017/03/22 18:45:40:110',19,0,0,2
11404,'2017/03/22 18:45:40:110',19,0,0,2
11405,'2017/03/22 18:45:40:269',19,0,0,2
11406,'2017/03/22 18:45:40:269',19,0,0,2
11407,'2017/03/22 18:45:40:325',19,0,0,2
11408,'2017/03/22 18:45:40:326',19,0,0,2
11409,'2017/03/22 18:45:40:412',19,0,0,2
11410,'2017/03/22 18:45:40:412',19,0,0,2
11411,'2017/03/22 18:45:40:592',19,0,0,2
11412,'2017/03/22 18:45:40:592',19,0,0,2
11413,'2017/03/22 18:45:40:627',19,0,0,2
11414,'2017/03/22 18:45:40:627',19,0,0,2
11415,'2017/03/22 18:45:40:777',19,0,0,2
11416,'2017/03/22 18:45:40:777',19,0,0,2
11417,'2017/03/22 18:45:40:888',19,0,0,2
11418,'2017/03/22 18:45:40:889',19,0,0,2
11419,'2017/03/22 18:45:40:909',19,0,0,2
11420,'2017/03/22 18:45:40:909',19,0,0,2
11421,'2017/03/22 18:45:41:074',19,0,0,2
11422,'2017/03/22 18:45:41:075',19,0,0,2
11423,'2017/03/22 18:45:41:185',19,0,0,2
11424,'2017/03/22 18:45:41:185',19,0,0,2
11425,'2017/03/22 18:45:41:224',19,0,0,2
11426,'2017/03/22 18:45:41:225',19,0,0,2
11427,'2017/03/22 18:45:41:357',19,0.013392,0,2
11428,'2017/03/22 18:45:41:357',19,0.013392,0.01417,2
11429,'2017/03/22 18:45:41:426',19,0.025838,0.01417,2
11430,'2017/03/22 18:45:41:426',19,0.025838,0.028466,2
11431,'2017/03/22 18:45:41:507',19,0.037496,0.028466,2
11432,'2017/03/22 18:45:41:507',19,0.037496,0.042762,2
11433,'2017/03/22 18:45:41:657',19,0.048525,0.042762,2
11434,'2017/03/22 18:45:41:657',19,0.048525,0.057058,2
11435,'2017/03/22 18:45:41:728',19,0.058962,0.057058,2
11436,'2017/03/22 18:45:41:728',19,0.058962,0.071481,2
11437,'2017/03/22 18:45:41:878',19,0.058962,0.071481,2
11438,'2017/03/22 18:45:41:878',19,0.058962,0.08603,2
11439,'2017/03/22 18:45:41:941',19,0.058962,0.08603,2
11440,'2017/03/22 18:45:41:942',19,0.058962,0.100706,2
11441,'2017/03/22 18:45:42:023',19,0.058962,0.100706,2
11442,'2017/03/22 18:45:42:024',19,0.058962,0.115382,2
11443,'2017/03/22 18:45:42:157',19,0.058962,0.115382,2
11444,'2017/03/22 18:45:42:157',19,0.058962,0.130155,2
11445,'2017/03/22 18:45:42:243',19,0.058962,0.130155,2
11446,'2017/03/22 18:45:42:243',19,0.058962,0.144928,2
11447,'2017/03/22 18:45:42:305',19,0.058962,0.144928,2
11448,'2017/03/22 18:45:42:305',19,0.058962,0.159701,2
11449,'2017/03/22 18:45:42:454',19,0.058962,0.159701,2
11450,'2017/03/22 18:45:42:454',19,0.058962,0.174574,2
11451,'2017/03/22 18:45:42:524',19,0.058962,0.174574,2
11452,'2017/03/22 18:45:42:524',19,0.058962,0.187633,2
11453,'2017/03/22 18:45:42:604',19,0.058962,0.187633,2
11454,'2017/03/22 18:45:42:605',19,0.058962,0.197849,2
11455,'2017/03/22 18:45:42:737',19,0.058962,0.197849,2
11456,'2017/03/22 18:45:42:737',19,0.058962,0.197849,2
11457,'2017/03/22 18:45:42:821',19,0.058962,0.197849,2
11458,'2017/03/22 18:45:42:821',19,0.058962,0.186964,2
11459,'2017/03/22 18:45:42:988',19,0.058962,0.186964,2
11460,'2017/03/22 18:45:42:995',19,0.058962,0.175226,2
11461,'2017/03/22 18:45:43:037',19,0.058962,0.175226,2
11462,'2017/03/22 18:45:43:038',19,0.058962,0.163961,2
11463,'2017/03/22 18:45:43:104',19,0.058962,0.163961,2
11464,'2017/03/22 18:45:43:104',19,0.058962,0.153836,2
11465,'2017/03/22 18:45:43:277',19,0.058962,0.153836,2
11466,'2017/03/22 18:45:43:277',19,0.058962,0.153836,2
11467,'2017/03/22 18:45:43:338',19,0.069203,0.153836,2
11468,'2017/03/22 18:45:43:338',19,0.069203,0.153836,2
11469,'2017/03/22 18:45:43:404',19,0.080073,0.153836,2
11470,'2017/03/22 18:45:43:405',19,0.080073,0.16424,2
11471,'2017/03/22 18:45:43:584',19,0.091417,0.16424,2
11472,'2017/03/22 18:45:43:584',19,0.091417,0.17519,2
11473,'2017/03/22 18:45:43:623',19,0.102978,0.17519,2
11474,'2017/03/22 18:45:43:623',19,0.102978,0.186005,2
11475,'2017/03/22 18:45:43:702',19,0.11454,0.186005,2
11476,'2017/03/22 18:45:43:702',19,0.11454,0.196954,2
11477,'2017/03/22 18:45:43:881',19,0.125941,0.196954,2
11478,'2017/03/22 18:45:43:881',19,0.125941,0.207769,2
11479,'2017/03/22 18:45:43:919',19,0.137342,0.207769,2
11480,'2017/03/22 18:45:43:919',19,0.137342,0.218584,2
11481,'2017/03/22 18:45:44:068',19,0.148743,0.218584,2
11482,'2017/03/22 18:45:44:068',19,0.148743,0.229399,2
11483,'2017/03/22 18:45:44:184',19,0.160144,0.229399,2
11484,'2017/03/22 18:45:44:185',19,0.160144,0.240079,2
11485,'2017/03/22 18:45:44:205',19,0.171705,0.240079,2
11486,'2017/03/22 18:45:44:205',19,0.171705,0.251298,2
11487,'2017/03/22 18:45:44:349',19,0.183427,0.251298,2
11488,'2017/03/22 18:45:44:349',19,0.183427,0.262652,2
11489,'2017/03/22 18:45:44:468',19,0.1952,0.262652,2
11490,'2017/03/22 18:45:44:468',19,0.1952,0.274359,2
11491,'2017/03/22 18:45:44:511',19,0.207134,0.274359,2
11492,'2017/03/22 18:45:44:511',19,0.207134,0.286066,2
11493,'2017/03/22 18:45:44:648',19,0.219016,0.286066,2
11494,'2017/03/22 18:45:44:648',19,0.219016,0.297772,2
11495,'2017/03/22 18:45:44:718',19,0.230417,0.297772,2
11496,'2017/03/22 18:45:44:718',19,0.230417,0.309399,2
11497,'2017/03/22 18:45:44:799',19,0.241336,0.309399,2
11498,'2017/03/22 18:45:44:800',19,0.241336,0.321025,2
11499,'2017/03/22 18:45:44:932',19,0.251378,0.321025,2
11500,'2017/03/22 18:45:44:932',19,0.251378,0.332651,2
11501,'2017/03/22 18:45:45:015',19,0.251378,0.332651,2
11502,'2017/03/22 18:45:45:015',19,0.251378,0.344049,2
11503,'2017/03/22 18:45:45:165',19,0.251378,0.344049,2
11504,'2017/03/22 18:45:45:165',19,0.251378,0.354214,2
11505,'2017/03/22 18:45:45:231',19,0.251378,0.354214,2
11506,'2017/03/22 18:45:45:231',19,0.251378,0.354214,2
11507,'2017/03/22 18:45:45:298',19,0.251378,0.354214,2
11508,'2017/03/22 18:45:45:298',19,0.251378,0.342554,2
11509,'2017/03/22 18:45:45:446',19,0.251378,0.342554,2
11510,'2017/03/22 18:45:45:447',19,0.251378,0.329956,2
11511,'2017/03/22 18:45:45:513',19,0.251378,0.329956,2
11512,'2017/03/22 18:45:45:513',19,0.251378,0.317211,2
11513,'2017/03/22 18:45:45:597',19,0.251378,0.317211,2
11514,'2017/03/22 18:45:45:597',19,0.251378,0.304467,2
11515,'2017/03/22 18:45:45:746',19,0.251378,0.304467,2
11516,'2017/03/22 18:45:45:746',19,0.251378,0.291722,2
11517,'2017/03/22 18:45:45:815',19,0.251378,0.291722,2
11518,'2017/03/22 18:45:45:815',19,0.251378,0.278977,2
11519,'2017/03/22 18:45:45:895',19,0.251378,0.278977,2
11520,'2017/03/22 18:45:45:895',19,0.251378,0.266232,2
11521,'2017/03/22 18:45:46:029',19,0.251378,0.266232,2
11522,'2017/03/22 18:45:46:029',19,0.251378,0.253488,2
11523,'2017/03/22 18:45:46:113',19,0.251378,0.253488,2
11524,'2017/03/22 18:45:46:113',19,0.251378,0.240743,2
11525,'2017/03/22 18:45:46:295',19,0.251378,0.240743,2
11526,'2017/03/22 18:45:46:295',19,0.251378,0.227998,2
11527,'2017/03/22 18:45:46:346',19,0.251378,0.227998,2
11528,'2017/03/22 18:45:46:346',19,0.251378,0.215253,2
11529,'2017/03/22 18:45:46:396',19,0.251378,0.215253,2
11530,'2017/03/22 18:45:46:396',19,0.251378,0.202509,2
11531,'2017/03/22 18:45:46:595',19,0.26599,0.202509,2
11532,'2017/03/22 18:45:46:600',19,0.26599,0.192288,2
11533,'2017/03/22 18:45:46:620',19,0.280603,0.192288,2
11534,'2017/03/22 18:45:46:620',19,0.280603,0.182165,2
11535,'2017/03/22 18:45:46:697',19,0.297303,0.182165,2
11536,'2017/03/22 18:45:46:697',19,0.297303,0.182165,2
